product_brand,product_name,product_price,product_link
Makita Inalambrico,"Tronzadora Inalámbrica 14"" (355mm) (No incluye baterías ni cargador) Makita DLW140Z",288550,https://www.toolmania.cl/tronzadoras/tronzadora-inalambrica-14-355mm-no-incluye-baterias-ni-cargador-makita-dlw140z-9957.html
Kothman,"Sierra Circular7 1/4"" 1.550W Kothman CSK-7",72628,https://www.toolmania.cl/sierras-circulares/sierra-circular7-1-4-1550w-kothman-csk-7-10677.html
Total Tools,"Sierra Ingleteadora 1400W 8-1/4"" (210mm) Total Tools TS42142101",103891,https://www.toolmania.cl/sierras-ingleteadoras/sierra-ingleteadora-1400w-8-1-4-210mm-total-tools-ts42142101-11162.html
Einhell,Sierra de Banco 2000 W TC-TS 2025/2 U Einhell 4340490,145990,https://www.toolmania.cl/sierras-de-banco/sierra-de-banco-2000-w-tc-ts-2025-2-u-einhell-4340490-11629.html
Makita,"Atornillador 1/4"" 570W 0-6000 rpm+ Autoalimentador Makita FS6300JX2",134717,https://www.toolmania.cl/atornilladores/atornillador-1-4-570w-0-6000-rpm-autoalimentador-makita-fs6300jx2-11679.html
Makita,"Sierra Circular 7-1/4"" 1800W (185 mm) Makita 5007NK",125200,https://www.toolmania.cl/sierras-circulares/makita-sierra-circular-7-1-4-185-mm-cod-5007nk-8.html
Makita,Vibrador de Concreto 2200W VR1000 + Eje Flexible 4.5M Makita VR1000 - 3,595990,https://www.toolmania.cl/otras/vibrador-de-concreto-2200w-vr1000-eje-flexible-45m-makita-vr1000-3-8797.html
Total Tools,Taladro Percutor 10mm 500W Total Tools TD2051026,28440,https://www.toolmania.cl/taladros/taladro-percutor-10mm-500w-total-tools-td2051026-8917.html
Total Tools,Demoledor 1700W Total Tools TH215456,165552,https://www.toolmania.cl/demoledores/demoledor-1700w-total-tools-th215456-8920.html
Total Tools,Rotomartillo SDS-PLUS 1800W Total Tools TH118366,141640,https://www.toolmania.cl/rotomartillos/rotomartillo-sds-plus-1800w-total-tools-th118366-8922.html
Total Tools,Esmeril Angular 180mm (7”) 2350W Total Tools TG1241806,71290,https://www.toolmania.cl/esmeriles/esmeril-angular-180mm-7-2350w-total-tools-tg1241806-8924.html
Total Tools,Lijadora Orbital 450W Total Tools TF2041501,42741,https://www.toolmania.cl/lijadoras/lijadora-orbital-450w-total-tools-tf2041501-8933.html
Kothman,"Tronzadora 14"" 2.300W Kothman TK-355",139992,https://www.toolmania.cl/tronzadoras/tronzadora-14-2300w-kothman-tk-355-10676.html
Total Tools,"Sierra Circular 7-1/4"" (185 MM) 1200W Total Tools TS1121856",64890,https://www.toolmania.cl/sierras-circulares/sierra-circular-7-1-4-185-mm-1200w-total-tools-ts1121856-11126.html
Total Tools,Sierra Caladora 650W Total Tools TS206806,48790,https://www.toolmania.cl/sierras-caladoras/sierra-caladora-650w-total-tools-ts206806-11147.html
Total Tools,"Sierra Ingleteadora 1800W 10"" (255mm) Total Tools TS42182552",201490,https://www.toolmania.cl/sierras-ingleteadoras/sierra-ingleteadora-1800w-10-255mm-total-tools-ts42182552-11163.html
Makita,"Atornillador 1/4"" 570W 0-4000 rpm + Autoalimentador Makita FS4000JX2",116992,https://www.toolmania.cl/atornilladores/atornillador-1-4-570w-0-4000-rpm-autoalimentador-makita-fs4000jx2-11680.html
Makita,Pistola de Calor + Maleta Plástica Makita HG5030K,69250,https://www.toolmania.cl/otras/pistola-de-calor-maleta-plastica-makita-hg5030k-8802.html
Total Tools,"Esmeril de Banco 8"" 350W Total Tools TBG35020",51090,https://www.toolmania.cl/esmeriles/esmeril-de-banco-8-350w-total-tools-tbg35020-8925.html
Total Tools,Varilla Mezcladora 120mm Total Tools TAC331120,9990,https://www.toolmania.cl/taladros/varilla-mezcladora-120mm-total-tools-tac331120-9021.html
Kothman,Rotomartillo Sds-Max 1200W Kothman RK42,356993,https://www.toolmania.cl/rotomartillos/rotomartillo-sds-max-1200w-kothman-rk42-9154.html
Kothman,Demoledor SDS-MAX 1500W Kothman HK25,394493,https://www.toolmania.cl/demoledores/demoledor-sds-max-1500w-kothman-hk25-9469.html
Total Tools,"Pulidora Angular 7"" 1400W Total Tools TP1141806",75140,https://www.toolmania.cl/lijadoras/pulidora-angular-7-1400w-total-tools-tp1141806-11138.html
Total Tools,Sierra Circular 235mm 2200W Total Tools TS1222356,137890,https://www.toolmania.cl/sierras-circulares/sierra-circular-235mm-2200w-total-tools-ts1222356-11146.html
Einhell,Sierra Ingleteadora 8 1/2” (216mm) 1600W TC-SM 216 Einhell 4300380,135990,https://www.toolmania.cl/sierras-ingleteadoras/sierra-ingleteadora-8-1-2-216mm-1600w-tc-sm-216-einhell-4300380-11614.html
Total Tools,"Tronzadora 14"" (355 mm) 2400W 3900 RPM Total Tools TS92435526",125900,https://www.toolmania.cl/tronzadoras/tronzadora-14-355-mm-2400w-3900-rpm-total-tools-ts92435526-11709.html
Makita,Llave de Impacto 1/2 Makita 6905H,317200,https://www.toolmania.cl/llaves-de-impacto/makita-llave-de-impacto-1-2-cod-6905h-28-16.html#
Total Tools,Varilla Mezcladora 160mm Total Tools TAC331160,12490,https://www.toolmania.cl/taladros/varilla-mezcladora-160mm-total-tools-tac331160-9022.html
Kothman,Rotomartillo SDS Plus 1050W Kothman RK30,167694,https://www.toolmania.cl/rotomartillos/rotomartillo-sds-plus-1050w-kothman-rk30-9467.html
Kothman,Demoledor Hexagonal 28mm 1600W Kothman HK55,486743,https://www.toolmania.cl/demoledores/demoledor-hexagonal-28mm-1600w-kothman-hk55-9470.html
Total Tools,Pistola De Pintar 500W 800ML Total Tools TT5006,30990,https://www.toolmania.cl/otras/pistola-de-pintar-500w-800ml-total-tools-tt5006-9736.html
Krafter,"Esmeril Angular 4 1/2"" (115mm) 600W HDD452 Krafter 5112000000650",26991,https://www.toolmania.cl/esmeriles/esmeril-angular-4-1-2-115mm-600w-hdd452-krafter-5112000000650-10118.html
Total Tools,Lijadora Orbital 240W 110 x 100 mm + 5 lijas Total Tools TF2231106,37340,https://www.toolmania.cl/lijadoras/lijadora-orbital-240w-110-x-100-mm-5-lijas-total-tools-tf2231106-11149.html
Makita,Llave de Impacto 1330 W Makita 6922NB,2183750,https://www.toolmania.cl/llaves-de-impacto/makita-llave-de-impacto-1330-w-cod-6922nb-36-18.html#
Metabo,"Taladro Percutor 13mm (1/2"") 650W SBE650 + Accesorios y Maleta. Metabo 600671870",89994,https://www.toolmania.cl/taladros/taladro-percutor-13mm-1-2-650w-sbe650-accesorios-y-maleta-metabo-600671870-9171.html
Kothman,Rotomartillo SDS MAX 1500W Kothman RK52,457868,https://www.toolmania.cl/rotomartillos/rotomartillo-sds-max-1500w-kothman-rk52-9468.html
Kothman,Demoledor Hexagonal 28 MM 2.200W Kothman HK78,944993,https://www.toolmania.cl/demoledores/demoledor-hexagonal-28-mm-2200w-kothman-hk78-9471.html
Makita Inalambrico,Vibrador de Concreto 2200W (Sin accesorios) Makita VR1000,338500,https://www.toolmania.cl/otras/vibrador-de-concreto-2200w-sin-accesorios-makita-vr1000-9938.html
Kothman,"Esmeril Angular 4-1/2"" 1.000W Kothman GK-115H",51994,https://www.toolmania.cl/esmeriles/esmeril-angular-4-1-2-1000w-kothman-gk-115h-10673.html
Makita,Llave de Impacto 1050 W Makita 6924N,2482200,https://www.toolmania.cl/llaves-de-impacto/makita-llave-de-impacto-1050-w-cod-6924n-19.html
Total Tools,Rotomartillo SDS PLUS 800W Total Tools TH308266-2,74990,https://www.toolmania.cl/rotomartillos/rotomartillo-sds-plus-800w-total-tools-th308266-2-9734.html
Total Tools,Martillo Cincelador 1300 W 6 Kg Total Tools TH213006,118990,https://www.toolmania.cl/demoledores/demoledor-1300-w-6-kg-total-tools-th213006-9735.html
Kothman,"Esmeril Angular 7"" 2.300W Kothman GK-7",92792,https://www.toolmania.cl/esmeriles/esmeril-angular-7-2300w-kothman-gk-7-10674.html
Indura,Pistola para Pintar Eléctrica 600W Indura 1041108,59990,https://www.toolmania.cl/otras/pistola-para-pintar-electrica-600w-indura-1041108-11689.html
Makita,"Lijadora Mini Banda 13/16"" X 21"" Makita 9031",238459,https://www.toolmania.cl/lijadoras/makita-lijadora-mini-banda-13-16-x-21-cod-9031-21.html
Krafter,Taladro Percutor 13mm 850W HDD454 Krafter 5112000000244,26091,https://www.toolmania.cl/taladros/taladro-percutor-13mm-850w-hdd454-krafter-5112000000244-10117.html
Kothman,Demoledor 1500W 17J Kothman HK17,299993,https://www.toolmania.cl/demoledores/demoledor-1500w-17j-kothman-hk17-10672.html
Kothman,"Esmeril Angular 9"" 2.300W Kothman GK-9",93592,https://www.toolmania.cl/esmeriles/esmeril-angular-9-2300w-kothman-gk-9-10675.html
Power Pro,Rotomartillo SDS-PLUS 1350 W RH-048BC Power Pro 103011198,273990,https://www.toolmania.cl/rotomartillos/rotomartillo-sds-plus-1350-w-rh-048bc-power-pro-103011198-11104.html
Schulz,Pistola para Pintar Air Plus 450W 1000 ML Schulz 9208046-0,34990,https://www.toolmania.cl/otras/pistola-para-pintar-air-plus-450w-1000-ml-schulz-9208046-0-11752.html
Makita,"Lijadora Mini Banda 3/8"" X 21"" Makita 9032",240950,https://www.toolmania.cl/lijadoras/makita-lijadora-mini-banda-3-8-x-21-cod-9032-22.html
Kothman,Taladro Percutor 850W 13 mm Kothman DK-13,53994,https://www.toolmania.cl/taladros/taladro-percutor-850w-13-mm-kothman-dk-13-10671.html
Power Pro,Rotomartillo SDS-PLUS 1050 W RH-032BC Power Pro 103011199,167490,https://www.toolmania.cl/rotomartillos/rotomartillo-sds-plus-1050-w-rh-032bc-power-pro-103011199-11105.html
Total Tools,"Esmeril Angular 4-1/2"" 710W Total Tools TG1071156",35389,https://www.toolmania.cl/esmeriles/esmeril-angular-4-1-2-710w-total-tools-tg1071156-11132.html
Total Tools,Demoledor Demoledor 1700W 50J + 2 Cinceles Total Tools TH217506,237048,https://www.toolmania.cl/demoledores/demoledor-demoledor-1700w-50j-2-cinceles-total-tools-th217506-11143.html
Schulz,Pistola para Pintar Air Plus 350W 700 ML Schulz 9201167-0,39990,https://www.toolmania.cl/otras/pistola-para-pintar-air-plus-350w-700-ml-schulz-9201167-0-11753.html
Makita,Lijadora Orbital 115 x 229 mm Makita 9046,275251,https://www.toolmania.cl/lijadoras/makita-lijadora-orbital-115-x-229-mm-cod-9046-23.html
Itaka,Taladro Magnético 1100W 35 MM 220V X-35 Itaka 731041,608590,https://www.toolmania.cl/taladros/taladro-magnetico-1100w-35-mm-220v-x-35-itaka-731041-10771.html
Total Tools,"Esmeril Angular 4-1/2"" 800W Total Tools TG1081156",38491,https://www.toolmania.cl/esmeriles/esmeril-angular-4-1-2-800w-total-tools-tg1081156-11133.html
Total Tools,Rotomartillo 800W SDS-PLUS Total Tools TH308266,90540,https://www.toolmania.cl/rotomartillos/rotomartillo-800w-sds-plus-total-tools-th308266-11139.html
Total Tools,Demoledor SDS-MAX 1500W + 2 Cinceles Total Tools TH215002,292340,https://www.toolmania.cl/demoledores/demoledor-sds-max-1500w-2-cinceles-total-tools-th215002-11144.html
Schulz,Pistola para Pintar Air Plus 600W con Vaso Metálico 1000 ML Schulz 9208050-0,49990,https://www.toolmania.cl/otras/pistola-para-pintar-air-plus-600w-con-vaso-metalico-1000-ml-schulz-9208050-0-11754.html
Itaka,Taladro Magnético 1500W 50 MM 220V X-50 Itaka 731042,925141,https://www.toolmania.cl/taladros/taladro-magnetico-1500w-50-mm-220v-x-50-itaka-731042-10772.html
Total Tools,"Esmeril Angular 5"" 950W Total Tools TG1101256",38441,https://www.toolmania.cl/esmeriles/esmeril-angular-5-950w-total-tools-tg1101256-11134.html
Total Tools,Rotomartillo 1050W SDS-PLUS + 3 Brocas + 2 Cinceles Total Tools TH110286,92890,https://www.toolmania.cl/rotomartillos/rotomartillo-1050w-sds-plus-3-brocas-2-cinceles-total-tools-th110286-11140.html
Schulz,Pistola para Pintar Air Plus 700W 800 ML Schulz 9201284-0,59990,https://www.toolmania.cl/otras/pistola-para-pintar-air-plus-700w-800-ml-schulz-9201284-0-11755.html
Total Tools,Taladro Percutor 13mm 650W 3.000 rpm Total Tools TG1061336,30840,https://www.toolmania.cl/taladros/taladro-percutor-13mm-650w-3000-rpm-total-tools-tg1061336-11127.html
Total Tools,"Esmeril Angular 7"" 2400W Total Tools TG1251806",98640,https://www.toolmania.cl/esmeriles/esmeril-angular-7-2400w-total-tools-tg1251806-11135.html
Total Tools,Rotomartillo 1500W SDS-PLUS + 3 Brocas + 2 Cinceles + Escobilla Total Tools TH1153216,110940,https://www.toolmania.cl/rotomartillos/rotomartillo-1500w-sds-plus-3-brocas-2-cinceles-escobilla-total-tools-th1153216-11141.html
Makita,"Lijadora de Banda 4"" x 24"" Makita 9403",420899,https://www.toolmania.cl/lijadoras/makita-lijadora-de-banda-4-x-24-cod-9403-26.html
Total Tools,Taladro Percutor 13mm 850W Total Tools TG109136,47189,https://www.toolmania.cl/taladros/taladro-percutor-13mm-850w-total-tools-tg109136-11128.html
Total Tools,"Esmeril Angular 5"" 2600W Total Tools TG1262306",65314,https://www.toolmania.cl/esmeriles/esmeril-angular-5-2600w-total-tools-tg1262306-11136.html
Total Tools,Rotomartillo 1500W SDS-PLUS + 3 Brocas + 2 Cinceles Total Tools TH115326,112140,https://www.toolmania.cl/rotomartillos/rotomartillo-1500w-sds-plus-3-brocas-2-cinceles-total-tools-th115326-11142.html
Makita,"Lijadora de Banda 4"" x 24"" Makita 9404",354850,https://www.toolmania.cl/lijadoras/makita-lijadora-de-banda-4-x-24-cod-9404-27.html
Total Tools,Taladro Percutor 13mm 650W + 101 Accesorios + Maletín Total Tools THKTHP1012,69740,https://www.toolmania.cl/taladros/taladro-percutor-13mm-650w-101-accesorios-maletin-total-tools-thkthp1012-11129.html
Total Tools,"Esmeril Angular 9"" 3000W Total Tools TG1302306",135290,https://www.toolmania.cl/esmeriles/esmeril-angular-9-3000w-total-tools-tg1302306-11137.html
Makita,Rotomartillo SDS-PLUS 800W Makita HR2631FT,239592,https://www.toolmania.cl/rotomartillos/rotomartillo-sds-plus-800w-makita-hr2631ft-11676.html
Makita,"Esmeril Angular 4 1/2"" (115 mm) 1400 W Makita 9564PC",126440,https://www.toolmania.cl/esmeriles/makita-esmeril-angular-4-1-2-115-mm-1400-w-cod-9564pc-28.html
Total Tools,"Llave de impacto 1/2"" 1050W + 6 Dados de Impacto Total Tools TIW10101",110090,https://www.toolmania.cl/llaves-de-impacto/llave-de-impacto-1-2-1050w-6-dados-de-impacto-total-tools-tiw10101-11131.html
Total Tools,"Esmeril de Banco 150W 6"" Total Tools TBG15015",36340,https://www.toolmania.cl/esmeriles/esmeril-de-banco-150w-6-total-tools-tbg15015-11161.html
Makita,"Esmeril Angular 4 1/2"" (115 mm) 1400 W Makita 9564PCV",132990,https://www.toolmania.cl/esmeriles/makita-esmeril-angular-4-1-2-115-mm-1400-w-cod-9564pcv-29.html
Total Tools,Taladro de Pedestal 350W 13MM Total Tools TDP133501,122090,https://www.toolmania.cl/taladros/taladro-de-pedestal-350w-13mm-total-tools-tdp133501-11159.html
Makita,"Esmeril Angular 9"" (230 mm) 2200W Makita GA9061R",114391,https://www.toolmania.cl/esmeriles/esmeril-angular-9-230-mm-2200w-makita-ga9061r-11677.html
Makita,"Lijadora de Banda 3"" x 24"" Makita 9924DB",304600,https://www.toolmania.cl/lijadoras/makita-lijadora-de-banda-3-x-24-cod-9924db-32.html
Total Tools,Taladro de Pedestal 750W 20MM Total Tools TDP207502,394940,https://www.toolmania.cl/taladros/taladro-de-pedestal-750w-20mm-total-tools-tdp207502-11160.html
Total Tools,"Esmeril Angular 9"" (230 mm) 2400W Total Tools TG1252306",69900,https://www.toolmania.cl/esmeriles/esmeril-angular-9-230-mm-2400w-total-tools-tg1252306-11708.html
Total Tools,Atornillador Inalámbrico 4V + Cargador + 10 Puntas + Dado Total Tools TSDLI0401,14490,https://www.toolmania.cl/taladros/atornillador-inalambrico-4v-cargador-10-puntas-dado-total-tools-tsdli0401-11707.html
Makita,Lijadora Orbital 92 x 185 mm Makita BO3710,77700,https://www.toolmania.cl/lijadoras/makita-lijadora-orbital-92-x-185-mm-cod-bo3710-37.html
Makita,Lijadora Orbital 112 x 102 mm Makita BO4556,81550,https://www.toolmania.cl/lijadoras/makita-lijadora-orbital-112-x-102-mm-cod-bo4556-38.html
Makita,Lijadora Excéntrica 125 mm Makita BO5041,151750,https://www.toolmania.cl/lijadoras/makita-lijadora-excentrica-125-mm-cod-bo5041-39.html
Makita,Lijadora Excéntrica 150 mm Makita BO6030,294000,https://www.toolmania.cl/lijadoras/makita-lijadora-excentrica-150-mm-cod-bo6030-40.html
Makita,"Vibrador para concreto Diámetro 1"" Sin Batería Ni cargador Makita DVR850Z",407000,https://www.toolmania.cl/otras/makita-vibrador-para-concreto-diametro-1-cod-bvr850z-44.html
Makita,Taladro 65 mm 370 W Makita DP2010,62890,https://www.toolmania.cl/taladros/makita-taladro-65-mm-370-w-cod-dp2010-50.html
Makita,Taladro 13 mm 750 Makita DP4000,266000,https://www.toolmania.cl/taladros/makita-taladro-13-mm-750-cod-dp4000-51.html
Makita,Taladro 13 mm 1050 W Makita DS4000,315150,https://www.toolmania.cl/taladros/makita-taladro-13-mm-1050-w-cod-ds4000-54.html
Makita,"Atornillador 1/4"" Hexagonal 570 W Makita FS2200",107090,https://www.toolmania.cl/atornilladores/makita-atornillador-1-4-hexagonal-570-w-cod-fs2200-67.html
Makita,"Atornillador 1/4"" Hexagonal 570 W Makita FS2500",110400,https://www.toolmania.cl/atornilladores/makita-atornillador-1-4-hexagonal-570-w-cod-fs2500-68.html
Makita,"Atornillador 1/4"" Hexagonal 570 W Makita FS2700",109000,https://www.toolmania.cl/atornilladores/makita-atornillador-1-4-hexagonal-570-w-cod-fs2700-69.html
Makita,"Atornillador 1/4"" Hexagonal 570 W Makita FS4200",130500,https://www.toolmania.cl/atornilladores/makita-atornillador-1-4-hexagonal-570-w-cod-fs4200-70.html
Makita,"Atornillador 1/4"" Hexagonal 570 W Makita FS6300",105399,https://www.toolmania.cl/atornilladores/makita-atornillador-1-4-hexagonal-570-w-cod-fs6300-71.html
Makita,"Esmeril Angular 4 1/2"" Makita GA4530",51440,https://www.toolmania.cl/esmeriles/makita-esmeril-angular-4-1-2-cod-ga4530-72.html
Makita,"Esmeril Angular 4 1/2"" Makita GA4540C",120100,https://www.toolmania.cl/esmeriles/makita-esmeril-angular-4-1-2-cod-ga4540c-73.html
Makita,"Esmeril Angular 4 1/2"" Makita GA4541C",136489,https://www.toolmania.cl/esmeriles/makita-esmeril-angular-4-1-2-cod-ga4541c-74.html
Makita,"Esmeril Angular 5"" (125 mm) Makita GA5020",74255,https://www.toolmania.cl/esmeriles/makita-esmeril-angular-5-125-mm-cod-ga5020-75.html
Makita,"Esmeril Angular 7"" (180 mm) Makita GA7020",105490,https://www.toolmania.cl/esmeriles/makita-esmeril-angular-7-180-mm-cod-ga7020-76.html
Makita,"Esmeril Angular 7"" (180 mm) Makita GA7030",133890,https://www.toolmania.cl/esmeriles/makita-esmeril-angular-7-180-mm-cod-ga7030-77.html
Makita,"Esmeril Angular 7"" (180 mm) Makita GA7040S",140690,https://www.toolmania.cl/esmeriles/makita-esmeril-angular-7-180-mm-cod-ga7040s-78.html
Makita,"Esmeril Angular 7"" (180 mm) Makita GA7050",80136,https://www.toolmania.cl/esmeriles/makita-esmeril-angular-7-180-mm-cod-ga7050-79.html
Makita,"Esmeril Angular 9"" (230 mm) Makita GA9010C",210200,https://www.toolmania.cl/esmeriles/makita-esmeril-angular-9-230-mm-cod-ga9010c-80.html
Makita,"Esmeril Angular 9"" (230 mm) Makita GA9020",106040,https://www.toolmania.cl/esmeriles/makita-esmeril-angular-9-230-mm-cod-ga9020-81.html
Makita,"Esmeril Angular 9"" (230 mm) Makita GA9040S",139140,https://www.toolmania.cl/esmeriles/makita-esmeril-angular-9-230-mm-cod-ga9040s-82.html
Makita,"Esmeril Angular 9"" (230 mm) Makita GA9050",80136,https://www.toolmania.cl/esmeriles/makita-esmeril-angular-9-230-mm-cod-ga9050-83.html
Makita,"Rectificadora de Matrices 1/4"" (6 mm) 400 W Makita GD0600",117140,https://www.toolmania.cl/rectificadoras/makita-rectificadora-de-matrices-1-4-6-mm-400-w-cod-gd0600-84.html
Makita,"Rectificadora de Matrices 1/4"" (6 mm) 750 W Makita GD0800C",303100,https://www.toolmania.cl/rectificadoras/makita-rectificadora-de-matrices-1-4-6-mm-750-w-cod-gd0800c-85.html
Makita,"Rectificadora de Matrices 1/4"" (6 mm) 750 W Makita GD0810C",303100,https://www.toolmania.cl/rectificadoras/makita-rectificadora-de-matrices-1-4-6-mm-750-w-cod-gd0810c-86.html
Makita,"Esmeril Recto 5"" (125 mm) 750 W Makita GS5000",329150,https://www.toolmania.cl/esmeriles/makita-esmeril-recto-5-125-mm-750-w-cod-gs5000-87.html
Makita,"Lijadora de Disco 7"" (180 mm Makita GV7000",238200,https://www.toolmania.cl/pulidoras/makita-lijadora-de-disco-7-180-mm-cod-gv7000-89.html
Makita,Taladro Magnetico 1150W Makita HB500,1821450,https://www.toolmania.cl/taladros/makita-taladro-magnetico-1150w-cod-hb500-90.html
Makita,Pistola de Aire Caliente 1600 W Makita HG5012K,85590,https://www.toolmania.cl/otras/makita-pistola-de-aire-caliente-1600-w-cod-hg5012k-91.html
Makita,Pistola de Aire Caliente 2000 W Makita HG6020,77190,https://www.toolmania.cl/otras/makita-pistola-de-aire-caliente-2000-w-cod-hg6020-92.html
Makita,Martillo Demoledor SDS-MAX 1100 W Makita HM0870C,481990,https://www.toolmania.cl/demoledores/makita-martillo-demoledor-sds-max-1100-w-cod-hm0870c-93.html
Makita,Martillo Demoledor SDS-MAX 1300 W Makita HM1111C,793500,https://www.toolmania.cl/demoledores/makita-martillo-demoledor-sds-max-1300-w-cod-hm1111c-94.html
Makita,Martillo Demoledor SDS-MAX 1510 W Makita HM1203C,669640,https://www.toolmania.cl/demoledores/makita-martillo-demoledor-sds-max-1510-w-cod-hm1203c-95.html
Makita,Martillo Demoledor SDS-MAX 1510 W Makita HM1213C,737339,https://www.toolmania.cl/demoledores/makita-martillo-demoledor-sds-max-1510-w-cod-hm1213c-96.html
Makita,Martillo Demoledor SDS-MAX 1500 W Makita HM1214C,856400,https://www.toolmania.cl/demoledores/makita-martillo-demoledor-sds-max-1500-w-cod-hm1214c-97.html
Makita,Martillo Demoledor Hexagonal 30 mm 1510 W Makita HM1307C,864700,https://www.toolmania.cl/demoledores/makita-martillo-demoledor-hexagonal-30-mm-1510-w-cod-hm1307c-98.html
Makita,Martillo Demoledor Hexagonal 286 mm 1510 W Makita HM1307CB,1037050,https://www.toolmania.cl/demoledores/makita-martillo-demoledor-hexagonal-286-mm-1510-w-cod-hm1307cb-99.html
Makita,Martillo Demoledor Hexagonal 286 mm 1510 W Makita HM1317CB,1066651,https://www.toolmania.cl/demoledores/makita-martillo-demoledor-hexagonal-286-mm-1510-w-cod-hm1317cb-100.html
Makita,Taladro Percusión 13 mm 680 W Makita HP1640,73150,https://www.toolmania.cl/taladros/makita-taladro-percusion-13-mm-680-w-cod-hp1640-103.html
Makita,Taladro Percusión 13 mm 720 W Makita HP2050H,100290,https://www.toolmania.cl/taladros/makita-taladro-percusion-13-mm-720-w-cod-hp2050h-104.html
Makita,Taladro Percusión 13 mm 1010 W Makita HP2070F,198400,https://www.toolmania.cl/taladros/makita-taladro-percusion-13-mm-1010-w-cod-hp2070f-105.html
Makita,Rotomartillo SDS-PLUS 22 mm 710 W Makita HR2230,121400,https://www.toolmania.cl/rotomartillos/makita-martillo-rotativo-sds-plus-22-mm-710-w-cod-hr2230-106.html
Makita,Rotomartillo SDS-PLUS 24 mm 780 W Makita HR2460,129249,https://www.toolmania.cl/rotomartillos/makita-martillo-rotativo-sds-plus-24-mm-780-w-cod-hr2460-107.html
Makita,Rotomartillo SDS-PLUS 26 mm 800 W Makita HR2600,119088,https://www.toolmania.cl/rotomartillos/makita-martillo-rotativo-sds-plus-26-mm-800-w-cod-hr2600-109.html
Makita,Rotomartillo SDS-PLUS 28 mm 800 W Makita HR2810,236040,https://www.toolmania.cl/rotomartillos/makita-martillo-rotativo-sds-plus-26-mm-800-w-cod-hr2810-111.html
Makita,Rotomartillo SDS-PLUS 28 mm 800 W Makita HR2810T,284301,https://www.toolmania.cl/rotomartillos/makita-martillo-rotativo-sds-plus-28-mm-800-w-cod-hr2810t-112.html
Makita,Rotomartillo SDS-PLUS 32 mm 850 W Makita HR3210C,465240,https://www.toolmania.cl/rotomartillos/makita-martillo-rotativo-sds-plus-32-mm-850-w-cod-hr3210c-113.html
Makita,Rotomartillo SDS-MAX 40 mm 1100 W Makita HR4013C,557290,https://www.toolmania.cl/rotomartillos/makita-martillo-rotativo-sds-max-40-mm-1100-w-cod-hr4013c-117.html
Makita,Rotomartillo SDS-MAX 45 mm 1350 W Makita HR4510C,1056850,https://www.toolmania.cl/rotomartillos/makita-martillo-rotativo-sds-max-45-mm-1350-w-cod-hr4510c-118.html
Makita,"Roedora 1,6 mm 550 W Makita JN1601",434700,https://www.toolmania.cl/roedoras/makita-roedora-16-mm-550-w-cod-jn1601-120.html
Makita,Sierra Sable 1010 W Makita JR3050T,117270,https://www.toolmania.cl/sierras-sable/makita-sierra-sable-1010-w-cod-jr3050t-122.html
Makita,"Cizalla Recta 1,6 mm 380 W Makita JS1601",398400,https://www.toolmania.cl/cizallas/makita-cizalla-recta-16-mm-380-w-cod-js1601-123.html
Makita,"Cizalla 1,6 mm 380 W Makita JS1602",419800,https://www.toolmania.cl/cizallas/makita-cizalla-16-mm-380-w-cod-js1602-124.html
Makita,"Cizalla 3,2 mm 720 W Makita JS3201",502800,https://www.toolmania.cl/cizallas/makita-cizalla-32-mm-720-w-cod-js3201-125.html
Makita,Cizalla 8 mm 570 W Makita JS8000,346150,https://www.toolmania.cl/cizallas/makita-cizalla-8-mm-570-w-cod-js8000-126.html
Makita,Sierra Caladora 650 W Makita JV0600K,95250,https://www.toolmania.cl/sierras-caladoras/makita-sierra-caladora-650-w-cod-jv0600k-127.html
Makita,Cepillo 82 mm 620 W Makita KP0800,194951,https://www.toolmania.cl/cepillos-electricos/makita-cepillo-82-mm-620-w-cod-kp0800-128.html
Makita,Cepillo 82 mm 850 W Makita KP0810,269850,https://www.toolmania.cl/cepillos-electricos/makita-cepillo-82-mm-850-w-cod-kp0810-129.html
Makita,Cepillo 82 mm 1050 W Makita KP0810C,289100,https://www.toolmania.cl/cepillos-electricos/makita-cepillo-82-mm-1050-w-cod-kp0810c-130.html
Makita,"Cortadora de Metal 12"" (305 mm) 1750 W Makita LC1230",553490,https://www.toolmania.cl/tronzadoras/makita-cortadora-de-metal-12-305-mm-1750-w-cod-lc1230-131.html
Makita,"Sierra de Banco 10"" (255 mm) 1500 W Makita MLT100",471231,https://www.toolmania.cl/sierras-de-banco/makita-sierra-de-banco-10-255-mm-1500-w-cod-mlt100-142.html
Makita,"Cepilladora Angular Concreto 5"" (125mm) 1400 W Makita PC5000C",584990,https://www.toolmania.cl/pulidoras/makita-cepilladora-angular-concreto-5-125mm-1400-w-cod-pc5000c-144.html
Makita,"Cepilladora Angular Concreto 5"" (125mm) 1400 W Makita PC5001C",770050,https://www.toolmania.cl/pulidoras/makita-cepilladora-angular-concreto-5-125mm-1400-w-cod-pc5001c-145.html
Makita,Ensambladora 701 W Makita PJ7000,355900,https://www.toolmania.cl/ensambladoras/makita-ensambladora-701-w-cod-pj7000-146.html
Makita,"Lijadora Angular 5"" (125 mm) 1600 W Makita PK5011C",434800,https://www.toolmania.cl/pulidoras/makita-lijadora-angular-5-125-mm-1600-w-cod-pk5011c-147.html
